zip_code,latitude,longitude
1068,42.353309,-72.051399
1069,42.192062,-72.307682
1070,42.519603,-72.925186
1071,42.169224,-72.854502
1072,42.463022,-72.419998
1073,42.230586,-72.741034
1074,42.3824,-72.0998
1075,42.258591,-72.575936
1075,42.258591,-72.575936
1077,42.049922,-72.772197
1079,42.1968,-72.3271
1080,42.178348,-72.370504
1081,42.061818,-72.231415
1082,42.288872,-72.277566
1082,42.288872,-72.277566
1083,42.202992,-72.197431
1084,42.386792,-72.879415
1084,42.386792,-72.879415
1085,42.162725,-72.771374
1085,42.162725,-72.771374
1086,42.1253,-72.7501
1088,42.388711,-72.646558
1088,42.388711,-72.646558
1089,42.125682,-72.641677
1089,42.125682,-72.641677
1090,42.1068,-72.6206
1090,42.1068,-72.6206
1092,42.202417,-72.221696
1093,42.4399,-72.6353
1094,42.3517,-72.1405
1095,42.134675,-72.432176
1096,42.436118,-72.770062
1097,42.1594,-72.8751
1098,42.390244,-72.947238
1101,42.105696,-72.598079
1102,42.1015,-72.5905
1103,42.103366,-72.590557
1104,42.12954,-72.569176
1105,42.100995,-72.581566
1106,42.05056,-72.565884
1106,42.05056,-72.565884
1107,42.121306,-72.60891
1108,42.08114,-72.557783
1109,42.118748,-72.549032
1111,42.1015,-72.5905
1115,42.1015,-72.5905
1116,42.0647,-72.5131
1116,42.0647,-72.5131
1116,42.0647,-72.5131
1118,42.095584,-72.524304
1119,42.122508,-72.511518
1128,42.095804,-72.485598
1129,42.120974,-72.487872
1138,42.1015,-72.5905
1139,42.1015,-72.5905
1144,42.1032,-72.5916
1151,42.151278,-72.510524
1151,42.151278,-72.510524
1151,42.151278,-72.510524
1152,42.1028,-72.5921
1199,42.1015,-72.5905
1201,42.466531,-73.289364
1202,42.4501,-73.2456
1203,42.4501,-73.2456
1220,42.627128,-73.11869
1222,42.065432,-73.316479
1223,42.324078,-73.130876
1223,42.324078,-73.130876
1223,42.324078,-73.130876
1223,42.324078,-73.130876
1224,42.503468,-73.202113
1224,42.503468,-73.202113
1225,42.558246,-73.147934
1226,42.47662,-73.146709
1227,42.4739,-73.1667
1229,42.2836,-73.3445
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1230,42.171162,-73.330261
1235,42.3959,-73.076287
1235,42.3959,-73.076287
1236,42.263088,-73.383452
1237,42.560748,-73.244402
1237,42.560748,-73.244402
1237,42.560748,-73.244402
1238,42.287955,-73.206905
1240,42.366471,-73.271106
1242,42.339438,-73.246692
1243,42.348104,-73.002747
1244,42.137294,-73.195265
1245,42.179822,-73.196867
1245,42.179822,-73.196867
1247,42.695558,-73.087992
1247,42.695558,-73.087992
1247,42.695558,-73.087992
1252,42.1967,-73.4386
1252,42.1967,-73.4386
1253,42.195522,-73.094484
1254,42.379056,-73.365874
1255,42.113526,-73.119992
1256,42.589611,-73.022988
1257,42.10393,-73.367684
1258,42.102233,-73.46408
1258,42.102233,-73.46408
1258,42.102233,-73.46408
1258,42.102233,-73.46408
1259,42.079208,-73.238182
1260,42.2775,-73.2778
1262,42.296779,-73.32588
1263,42.2878,-73.3208
1264,42.22651,-73.197611
1264,42.22651,-73.197611
1266,42.288658,-73.377778
1266,42.288658,-73.377778
1266,42.288658,-73.377778
1267,42.642268,-73.252598
1270,42.51307,-73.050235
1301,42.631883,-72.59742
1301,42.631883,-72.59742
1302,42.5878,-72.6003
1330,42.525896,-72.80934
1331,42.560683,-72.183898
1331,42.560683,-72.183898
1337,42.690129,-72.585089
1337,42.690129,-72.585089
1338,42.580045,-72.800323
1339,42.63166,-72.878137
1339,42.63166,-72.878137
1340,42.675342,-72.740774
1340,42.675342,-72.740774
1341,42.509748,-72.699049
1342,42.539988,-72.618433
1343,42.651664,-72.990795
1344,42.608914,-72.42456
1346,42.665724,-72.833294
1346,42.665724,-72.833294
1347,42.5567,-72.5186
1349,42.573938,-72.484196
1350,42.721188,-72.975162
1350,42.721188,-72.975162
1351,42.548217,-72.511166
1354,42.63841,-72.509488
1354,42.63841,-72.509488
1354,42.63841,-72.509488
1354,42.63841,-72.509488
1354,42.63841,-72.509488
1355,42.426036,-72.316418
1360,42.666519,-72.446882
1364,42.620458,-72.294444
1364,42.620458,-72.294444
1366,42.445872,-72.213524
1366,42.445872,-72.213524
1367,42.69587,-72.934949
1368,42.670469,-72.197026
1368,42.670469,-72.197026
1370,42.601438,-72.739108
1370,42.601438,-72.739108
1373,42.464914,-72.61716
1373,42.464914,-72.61716
1375,42.466106,-72.555454
1376,42.593404,-72.540041
1378,42.666338,-72.344874
1378,42.666338,-72.344874
1379,42.554654,-72.408295
1380,42.588368,-72.395956
1420,42.582812,-71.80659
1430,42.655656,-71.922012
1431,42.673591,-71.834337
1432,42.562912,-71.568824
1434,42.534958,-71.611484
1434,42.534958,-71.611484
1434,42.534958,-71.611484
1434,42.534958,-71.611484
1436,42.600122,-72.086316
1438,42.565092,-72.031569
1438,42.565092,-72.031569
1440,42.589966,-71.986054
1441,42.575,-71.9988
1450,42.61619,-71.576808
1451,42.498546,-71.581862
1452,42.484168,-72.011197
1453,42.524468,-71.772212
1460,42.537958,-71.484974
1462,42.587142,-71.720924
1463,42.665524,-71.599356
1464,42.579502,-71.644512
1464,42.579502,-71.644512
1464,42.579502,-71.644512
1467,42.48442,-71.62897
1468,42.543162,-72.066854
1469,42.659557,-71.702288
1470,42.6112,-71.5752
1471,42.6112,-71.5752
1472,42.6006,-71.6302
1473,42.559479,-71.908706
1474,42.66967,-71.743376
1474,42.66967,-71.743376
1474,42.66967,-71.743376
1475,42.660866,-72.048898
1501,42.195675,-71.84607
1503,42.384234,-71.629366
1504,42.039526,-71.530657
1505,42.35397,-71.717353
1506,42.194498,-72.103822
1507,42.131775,-71.973205
1508,42.1476,-71.9982
1509,42.1733,-71.9794
1509,42.1733,-71.9794
1509,42.1733,-71.9794
1510,42.4132,-71.69127
1515,42.207255,-72.048914
1515,42.207255,-72.048914
1516,42.054573,-71.754706
1516,42.054573,-71.754706
1518,42.106473,-72.114044
1518,42.106473,-72.114044
1519,42.202961,-71.68107
1520,42.333798,-71.853266
1521,42.064504,-72.168424
1521,42.064504,-72.168424
1522,42.376355,-71.872314
1523,42.47212,-71.667642
1524,42.240144,-71.918765
1525,42.0973,-71.6455
1526,42.0945,-71.7482
1527,42.1908,-71.779474
1529,42.039469,-71.577323
1531,42.320452,-72.129492
1532,42.330073,-71.635176
1534,42.136202,-71.642674
1535,42.268925,-72.08293
1535,42.268925,-72.08293
1536,42.224812,-71.68933
1537,42.162944,-71.891157
1538,42.0878,-71.6417
1538,42.0878,-71.6417
1540,42.121482,-71.854026
1541,42.456909,-71.890806
1542,42.201258,-71.910758
1543,42.383117,-71.961566
1545,42.28678,-71.713616
1546,42.2959,-71.7134
1550,42.067572,-72.044007
1560,42.174762,-71.679842
1561,42.4444,-71.6876
1561,42.4444,-71.6876
1562,42.247962,-71.990742
1564,42.439322,-71.776608
1566,42.101636,-72.079806
1568,42.176133,-71.604529
1569,42.062542,-71.64365
1570,42.058201,-71.848067
1570,42.058201,-71.848067
1571,42.059683,-71.936768
1581,42.266153,-71.60922
1583,42.359146,-71.782384
1585,42.227596,-72.164598
1585,42.227596,-72.164598
1586,42.1756,-71.8027
1586,42.1756,-71.8027
1588,42.125659,-71.664119
1590,42.135437,-71.755846
1590,42.135437,-71.755846
1590,42.135437,-71.755846
1601,42.2627,-71.8028
1602,42.274402,-71.847756
1603,42.244677,-71.844808
1604,42.249198,-71.764908
1605,42.288915,-71.79578
1606,42.313314,-71.796346
1607,42.225438,-71.78724
1608,42.258592,-71.803034
1609,42.28755,-71.83067
1610,42.242612,-71.810432
1611,42.235219,-71.876892
1612,42.315184,-71.934535
1612,42.315184,-71.934535
1613,42.2627,-71.8028
1614,42.2627,-71.8028
1615,42.2627,-71.8028
1653,42.2627,-71.8028
1655,42.2627,-71.8028
1701,42.323168,-71.435188
1702,42.278748,-71.443616
1703,42.3026,-71.4236
1704,42.3026,-71.4236
1705,42.3026,-71.4236
1718,42.519469,-71.428982
1719,42.491359,-71.517726
1719,42.491359,-71.517726
1719,42.491359,-71.517726
1720,42.484174,-71.439501
1721,42.25939,-71.468254
1730,42.49988,-71.275308
1731,42.463052,-71.285098
1731,42.463052,-71.285098
1740,42.438164,-71.60489
1741,42.53213,-71.352461
1742,42.460612,-71.364231
1745,42.291501,-71.500158
1745,42.291501,-71.500158
1746,42.197434,-71.441187
1747,42.127,-71.535778
1748,42.226648,-71.531466
1749,42.389119,-71.538802
1752,42.345921,-71.550943
1754,42.428493,-71.45771
1756,42.103812,-71.544618
1757,42.153808,-71.52576
1760,42.28715,-71.352332
1770,42.231344,-71.374631
1772,42.296533,-71.535209
1773,42.427159,-71.312442
1775,42.429867,-71.503594
1776,42.388828,-71.42304
1778,42.36119,-71.362933
1784,42.2376,-71.5627
1801,42.489526,-71.158884
1803,42.505988,-71.204536
1805,42.5044,-71.1964
1810,42.649578,-71.166028
1812,42.6585,-71.1377
1813,42.4793,-71.1526
1815,42.4793,-71.1526
1821,42.549069,-71.25588
1822,42.5586,-71.2695
1824,42.587771,-71.35176
1824,42.587771,-71.35176
1824,42.587771,-71.35176
1826,42.69256,-71.309028
1827,42.673198,-71.502242
1830,42.79519,-71.05563
1831,42.7763,-71.0778
1832,42.791176,-71.129295
1833,42.723822,-70.97822
1833,42.723822,-70.97822
1834,42.75092,-71.009929
1835,42.753546,-71.086654
1835,42.753546,-71.086654
1835,42.753546,-71.086654
1840,42.70594,-71.159753
1841,42.708653,-71.163282
1842,42.7069,-71.166
1843,42.691573,-71.161102
1844,42.731861,-71.18578
1845,42.673022,-71.088049
1850,42.655639,-71.303458
1851,42.624348,-71.339113
1852,42.628515,-71.296476
1853,42.6435,-71.3101
1854,42.649275,-71.346363
1860,42.83658,-71.01155
1862,42.568284,-71.29229
1862,42.568284,-71.29229
1863,42.631398,-71.388618
1863,42.631398,-71.388618
1864,42.58049,-71.087025
1865,42.5381,-71.2689
1866,42.5304,-71.2278
1867,42.533282,-71.103608
1876,42.611064,-71.231595
1879,42.658821,-71.432972
1880,42.501286,-71.066727
1885,42.7077,-71.0658
1886,42.588996,-71.441744
1887,42.565327,-71.174652
1888,42.4806,-71.1516
1889,42.5763,-71.0788
1890,42.449942,-71.14999
1899,42.6586,-71.1375
1901,42.460542,-70.94614
1902,42.473415,-70.942636
1903,42.4638,-70.9479
1904,42.489185,-70.968944
1904,42.489185,-70.968944
1905,42.475945,-70.980115
1905,42.475945,-70.980115
1906,42.467474,-71.012852
1907,42.47517,-70.904971
1908,42.435967,-70.920912
1910,42.4667,-70.9503
1913,42.853164,-70.951838
1915,42.567821,-70.85808
1921,42.679297,-71.029386
1922,42.758286,-70.917065
1922,42.758286,-70.917065
1923,42.576767,-70.951352
1929,42.632303,-70.77843
1930,42.630956,-70.683382
1931,42.6159,-70.6627
1936,42.6208,-70.8578
1937,42.5834,-70.9859
1938,42.682948,-70.847264
1940,42.538193,-71.030538
1944,42.57953,-70.765114
1944,42.57953,-70.765114
1945,42.500168,-70.864898
1949,42.602573,-71.013696
1950,42.81423,-70.874524
1951,42.755307,-70.849598
1951,42.755307,-70.849598
1952,42.850347,-70.863299
1952,42.850347,-70.863299
1952,42.850347,-70.863299
1960,42.532576,-70.97366
1961,42.5278,-70.9294
1965,42.559,-70.8253
1965,42.559,-70.8253
1966,42.66054,-70.616169
1969,42.717874,-70.895394
1970,42.514708,-70.907522
1971,42.5195,-70.8972
1982,42.626832,-70.860216
1982,42.626832,-70.860216
1983,42.635633,-70.944318
1984,42.601974,-70.872882
1985,42.791528,-70.968849
2018,42.1747,-70.8845
2018,42.1747,-70.8845
2019,42.076452,-71.472236
2020,42.0863,-70.6417
2021,42.18271,-71.122104
2025,42.232751,-70.815908
2026,42.244598,-71.181152
2027,42.2472,-71.1664
2030,42.241727,-71.287522
2032,42.154132,-71.215034
2035,42.060874,-71.235452
2035,42.060874,-71.235452
2038,42.087009,-71.407757
2040,42.1792,-70.7501
2040,42.1792,-70.7501
2041,42.0775,-70.65
2043,42.215769,-70.879249
2044,42.2039,-70.8789
2045,42.284262,-70.888204
2047,42.1361,-70.6908
2048,42.016984,-71.221894
2050,42.111083,-70.713148
2051,42.1459,-70.7405
2051,42.1459,-70.7405
2052,42.182364,-71.310053
2053,42.152946,-71.427022
2054,42.16616,-71.361252
2055,42.2403,-70.7626
2055,42.2403,-70.7626
2056,42.116503,-71.331134
2059,42.1434,-70.7705
2059,42.1434,-70.7705
2060,42.2187,-70.7861
2060,42.2187,-70.7861
2060,42.2187,-70.7861
2061,42.151425,-70.821397
2062,42.181894,-71.19668
2065,42.0918,-70.7061
2065,42.0918,-70.7061
2066,42.207539,-70.775681
2067,42.111125,-71.185819
2070,42.0283,-71.3976
2071,42.101912,-71.272054
2072,42.11855,-71.103346
2081,42.150832,-71.258996
2090,42.221173,-71.199439
2093,42.055321,-71.371588
2108,42.357322,-71.0645
2109,42.363244,-71.053774
2110,42.358162,-71.054065
2111,42.350274,-71.058768
2112,42.3586,-71.0605
2113,42.365161,-71.055472
2114,42.36225,-71.067337
2115,42.342124,-71.096672
2116,42.350571,-71.076869
2117,42.3586,-71.0605
2118,42.337039,-71.072034
2118,42.337039,-71.072034
2119,42.323038,-71.084684
2119,42.323038,-71.084684
2120,42.332608,-71.09653
2120,42.332608,-71.09653
2120,42.332608,-71.09653
2120,42.332608,-71.09653
2120,42.332608,-71.09653
2121,42.307319,-71.085935
2121,42.307319,-71.085935
2121,42.307319,-71.085935
2122,42.296954,-71.054622
2122,42.296954,-71.054622
2123,42.3586,-71.0605
2124,42.28491,-71.069753
2124,42.28491,-71.069753
2124,42.28491,-71.069753
2124,42.28491,-71.069753
2125,42.315824,-71.055735
2125,42.315824,-71.055735
2125,42.315824,-71.055735
2126,42.275794,-71.090714
2126,42.275794,-71.090714
2127,42.336076,-71.035834
2127,42.336076,-71.035834
2128,42.373323,-71.015505
2128,42.373323,-71.015505
2129,42.38168,-71.064086
2129,42.38168,-71.064086
2130,42.310509,-71.117394
2130,42.310509,-71.117394
2131,42.283528,-71.121772
2131,42.283528,-71.121772
2132,42.279314,-71.165852
2132,42.279314,-71.165852
2133,42.3572,-71.0796
2134,42.357649,-71.128887
2134,42.357649,-71.128887
2135,42.348778,-71.155071
2135,42.348778,-71.155071
2136,42.252918,-71.129278
2136,42.252918,-71.129278
2136,42.252918,-71.129278
2137,42.3586,-71.0605
2137,42.3586,-71.0605
2137,42.3586,-71.0605
2138,42.380054,-71.132952
2139,42.364397,-71.101196
2140,42.393254,-71.13454
2140,42.393254,-71.13454
2140,42.393254,-71.13454
2141,42.370159,-71.080748
2141,42.370159,-71.080748
2141,42.370159,-71.080748
2142,42.36249,-71.080492
2143,42.382964,-71.095574
2144,42.402311,-71.12037
2144,42.402311,-71.12037
2144,42.402311,-71.12037
2145,42.391354,-71.092668
2145,42.391354,-71.092668
2148,42.43279,-71.054417
2149,42.405952,-71.051671
2150,42.39959,-71.03156
2151,42.419035,-70.996328
2152,42.367752,-70.97545
2153,42.403614,-71.120162
2153,42.403614,-71.120162
2153,42.403614,-71.120162
2155,42.424993,-71.111104
2156,42.4293,-71.1285
2163,42.368405,-71.127172
2163,42.368405,-71.127172
2169,42.242921,-71.009972
2170,42.267422,-71.016594
2170,42.267422,-71.016594
2171,42.296117,-70.999722
2171,42.296117,-70.999722
2171,42.296117,-70.999722
2176,42.457592,-71.054207
2180,42.473096,-71.09709
2184,42.203355,-71.004824
2185,42.2101,-70.9902
2186,42.239587,-71.081122
2187,42.2795,-71.0782
2187,42.2795,-71.0782
2188,42.207039,-70.953848
2189,42.21447,-70.933358
2189,42.21447,-70.933358
2190,42.165033,-70.950188
2190,42.165033,-70.950188
2190,42.165033,-70.950188
2191,42.246844,-70.943521
2191,42.246844,-70.943521
2191,42.246844,-70.943521
2196,42.3586,-71.0603
2199,42.347435,-71.082265
2201,42.3586,-71.0603
2203,42.3612,-71.0603
2204,42.3586,-71.0603
2205,42.3512,-71.0536
2206,42.3586,-71.0603
2210,42.346571,-71.039563
2211,42.3586,-71.0603
2212,42.3362,-71.0176
2215,42.345189,-71.106132
2217,42.3586,-71.0603
2222,42.366297,-71.062845
2238,42.3669,-71.1002
2238,42.3669,-71.1002
2238,42.3669,-71.1002
2241,42.3586,-71.0603
2269,42.2528,-71.0025
2283,42.3586,-71.0603
2284,42.3586,-71.0603
2293,42.3586,-71.0603
2297,42.3586,-71.0603
2298,42.34,-71.05
2301,42.07848,-71.038417
2302,42.085916,-71.000073
2303,42.0834,-71.0188
2304,42.0834,-71.0188
2305,42.0834,-71.0188
2322,42.128841,-71.046906
2324,41.970648,-70.973158
2324,41.970648,-70.973158
2325,41.99013,-70.9631
2327,42.0425,-70.8459
2330,41.874056,-70.764752
2331,42.0414,-70.6726
2332,42.045707,-70.690549
2333,42.033736,-70.942548
2333,42.033736,-70.942548
2333,42.033736,-70.942548
2334,42.0275,-71.1279
2337,42.0154,-70.9646
2338,41.987159,-70.859338
2339,42.122752,-70.851774
2339,42.122752,-70.851774
2341,42.055769,-70.87398
2343,42.143757,-71.003207
2344,41.8934,-70.9117
2344,41.8934,-70.9117
2345,41.8975,-70.5426
2346,41.882196,-70.879797
2347,41.84096,-70.956121
2348,41.8934,-70.9117
2348,41.8934,-70.9117
2348,41.8934,-70.9117
2349,41.8934,-70.9117
2349,41.8934,-70.9117
2350,42.017,-70.8499
2351,42.119377,-70.959396
2355,41.9272,-70.7516
2356,42.054402,-71.121102
2357,42.059326,-71.07937
2357,42.059326,-71.07937
2358,42.1024,-70.7739
2358,42.1024,-70.7739
2359,42.064865,-70.798555
2360,41.873369,-70.639662
2361,41.9583,-70.6675
2362,41.9583,-70.6675
2364,41.978084,-70.746086
2366,41.85384,-70.655726
2367,41.971449,-70.810876
2368,42.170254,-71.061724
2370,42.128818,-70.912354
2375,42.025622,-71.108428
2379,42.017525,-71.023459
2379,42.017525,-71.023459
2381,41.9317,-70.56
2381,41.9317,-70.56
2382,42.081178,-70.939436
2420,42.457706,-71.216824
2421,42.443014,-71.234851
2445,42.322072,-71.13129
2446,42.343335,-71.122762
2447,42.3336,-71.1237
2447,42.3336,-71.1237
2451,42.397322,-71.259369
